Surgeon,"['Sports Medicine Follow Up', 'Varicose Vein(s)', 'Joint Problem', 'Hernia', 'Breast Surgery', 'Lower Back Pain / Lumbago', 'Endovenous Laser Treatment Of Varicose Veins', 'Gallstones', 'Ankle Problems', 'Lymph Node Biopsy', 'Ultrasound-guided Joint Injections', 'Spine Deformation / Scoliosis', 'Tingling / Numbness / Weakness', 'Ankle Injuries / Sprain', 'Sports Injury', 'Ligament Sprain', 'Diverticulitis / Diverticulosis', 'Foot Pain', 'Fracture', 'Degenerative Disc Disease', 'Surgery Follow Up', 'Heel Pain', 'Bruise / Contusion', 'Orthopedic Trauma', 'Back Problems', 'Tendonitis', 'Calf Strain', 'Laparoscopic Surgery Consultation', 'Occupational Injuries', 'Wrist Problems', 'Sports Physical', 'Wrist Pain', 'Neck Problems', 'Knee Problems', 'Hand Problems', 'Herniated Disk', 'Hip Problems', 'Small Bowel Obstruction', 'Spine Pain', 'Arm Pain', 'Knee Fracture(s)', 'Shoulder Dislocation', 'Hand Injury', 'Ankle Fracture', 'Knee Dislocation', 'Arthroscopy', 'Hip And Knee Surgery Consultation', 'Joint Pain', 'Orthopedic Follow Up', 'Laparoscopic Surgery Follow Up', 'Foot Problems', 'Shoulder Injury', 'Pilonidal Cyst', 'Shoulder Problem', 'Hemorrhoids', 'Orthopedic Second Opinion', 'Neck Pain', 'Elbow Problems', 'Pediatric Orthopedics Consultation', 'Achilles Tendinitis', 'Abdominal Surgery', 'Fistula', 'Varicose Vein Treatment', 'Shoulder Surgery', 'Ankle Pain', 'Obesity / Weight Loss Consultation', 'Nerve Injury', 'Sports Medicine Consultation', 'X-ray', 'Orthopedic Consultation', 'Umbilical Hernia', 'Spider Vein Treatment', 'Abscess', 'Surgery Second Opinion', 'Colon Cancer Screening', 'Joint Injection', 'Shoulder Pain', 'Elbow Injury', 'Abdominal Pain', 'Venous Insufficiency', 'Back Pain', 'Wrist Injury', 'Knee Injury', 'Surgery Consultation', 'Appendicitis / Appendectomy', 'Foot Injuries', 'Knee Pain', 'Knee Sprain', 'Robotic Surgery', 'Vascular Surgery', 'Laser Vein Treatment', 'Gallbladder Removal / Cholecystectomy', 'Anal Fissure', 'Muscle Strain', 'Tennis Elbow', 'Arthritis', 'Lipoma', 'Inguinal Hernia', 'Hip Pain', 'Weight Loss Consultation']"
Sports Medicine Specialist,"['Laser Flap Surgery', 'Biofeedback', 'Ultrasound Therapy', 'Mouth Bleed', 'Sciatica', 'Composite Tooth Filling', 'Dental Laminates', 'Stomatology', 'Crown Lengthening', 'Crowded Teeth', 'Dental Cavities', 'Orthotics', 'Oral Lesions Screening', 'Ankle Problems', 'Pain Rehabilitation', 'Dental Examinations', 'Mobility Therapy', 'Spine Deformation / Scoliosis', 'Graston Technique', 'Scalling', 'Orthognathic Surgery', 'Abnormally Shaped Teeth', 'Teeth Straightening', 'Dental Crowns', 'Ankle Injuries / Sprain', 'Orthodontic Treatment', 'Laser Gingivoplasty', 'Headache', 'Movement Disorder Exercises', 'Sports Injury', 'Ligament Sprain', 'Muscle Cramps', 'Running Injury', 'Wart(s)', 'Ceramic Dental Braces', 'Jaw Reshaping', 'Foot Pain', 'Pulpectomy', 'Polishing', 'Cardiopulmonary Physical Therapy', 'Heel Pain', 'Bruise / Contusion', 'Back Problems', 'Massage Therapy', 'Cavities', 'Ceramic Crowns And Bridges Fixing', 'Tendonitis', 'Tooth Sensitivity', 'Osteoporosis', 'Pelvic Floor Disorders', 'Teeth Cleaning & Polishing', 'Orthopedic Rehabilitation', 'Occupational Injuries', 'Foot And Ankle Arthritis', 'Wrist Problems', 'Abdominal / Pelvic Therapy', 'Walking Problems', 'Bunion', 'Foot Consultation', 'Wrist Pain', 'Diabetic Foot', 'Knee Problems', 'Neck Problems', 'Hand Problems', 'Herniated Disk', 'Hip Problems', 'Emphysema', 'Plantar Fasciitis', 'Treatment For Bleeding/ Swolen Gums', 'Car Accident Injury', 'Lasers', 'Torn Tendons / Ligaments', 'Neck Deformation / Torticollis', 'Crutches', 'Foot And Ankle Tendonitis', 'Impacted Tooth Removal', 'Pain Reduction Exercise', 'Misaligned Teeth', 'Ankle Fracture', 'Pediatric Physical Therapy', 'Muscle Pain', 'Re-root Canal', 'Concussion', 'Loose Teeth', 'Blisters', 'Implant Prosthesis', 'Joint Pain', 'Foot Problems', 'Physical Therapy Consultation', 'Post And Core', 'Fixed Partial Denture (fpd)', 'Physical Therapy Follow Up', 'Shoulder Problem', 'Veneers / Laminates', 'Neck Pain', 'Elbow Problems', 'Periodontitis', 'Post-stroke / Neurology Therapy', 'Elbow Pain', 'Pediatric Therapeutic Exercise', 'Dental Braces Fixing', 'Lung Strengthening / Recovery', 'Achilles Tendinitis', 'Bad Breath (halitosis) Treatment', 'Flap Surgery', 'Post-operative Mobility (hand And Fingers)', 'Dental Implant', 'Nail Abnormality', 'Pediatric Mobility Therapy', 'Ankle Pain', 'Motor Vehicle Accident', 'X-ray', 'Teeth Sensitive To Hot And Cold', 'Root Canal Treatment (RCT)', 'Wound Care', 'Post-operative Mobility (joints And Body)', '""workers Disability Evaluation""', 'Abscess', 'Wellness Care', 'Cast Partial Denture', 'Abnormal Tooth Color', 'Kids Root Canals', 'Receding Gums', 'Shoulder Pain', 'Dizziness', 'Bleeding Gums', 'Metallic Crown Fixing', 'Back Pain', 'Teeth Ache', 'Wheelchair', 'Invisalign Orthodontics', 'Pediatric Dentistry', 'Fibromyalgia', 'Jaw Pain', 'Widely Spaced Teeth', 'Orthopedic Brace', 'Painful Teething', 'Frenectomy', 'Vertigo', 'Spondylolysis', 'Gingivoplasty', 'Removal Partial Denture (rpd)', 'Foot Injuries', 'Flat Feet', 'Knee Pain', 'Leg Pain', 'Physical Therapy', 'Peel', 'Heart Strengthening / Recovery', 'Swollen Gums', 'Implants(fixed Teeth)', 'Muscle Strain', 'Tennis Elbow', 'Arthritis', 'Therapeutic Exercise', 'Bleeding Gum', '""workers Compensation Evaluation""', 'Inlay/onlay (pfm)', 'Ganglion Cyst', 'Hip Pain', 'Foot Fracture']"
Orthodontics,"['Gic Tooth Fillings', 'Oral & Maxillofacial Surgery', 'Braces', 'Composite Tooth Filling', 'Mouth Bleed', 'Dental Cleaning', 'Bps Dentures Fixing', 'Mucogingival Surgery', 'Dental Laminates', 'Teeth Decay', 'Dental Fillings', 'Painless Single Visit Root Canal Treatment', 'Overbite', 'Implant Retained Dentures', 'Crowded Teeth', 'Dental Cavities', 'Metal Braces Fixing', 'Sacling', 'Dental Treatment', 'Dental Examinations', 'Braces Adjustment', 'Scalling', 'Orthognathic Surgery', 'Abnormally Shaped Teeth', 'Teeth Straightening', 'Space Maintainers', 'Dental Crowns', 'Implant / RCT', 'Orthodontic Treatment', 'Implant Rehabilitation', 'Diastema', 'Dental Surgery', 'Ceramic Dental Braces', 'Hair Transplant', 'Surgical Tooth Extraction', 'RCT - Root Canal Treatment', 'Jaw Reshaping', 'Dental Calculus', 'Broken Teeth', 'Pulpectomy', 'Complete/partial Dentures Fixing', 'Missing Teeth', 'Teeth Reshaping', 'Tmj Disorders', 'Cavities', 'Ceramic Crowns And Bridges Fixing', 'Invisible/clear Braces', 'Tooth Sensitivity', 'Smile Designing', 'Teeth Cleaning & Polishing', 'Oral Surgery Procedures', 'Artificial Teeth', 'Invisible Orthodontics', 'Bleaching Of Vital & Non Vital Teeth.', 'Health Checkup (general)', 'Laser Gum Surgery', 'Straightening Teeth (invisalign)', 'Wisdom Teeth', 'Cosmetic Treatments', 'Jaw Ache', 'Oral Rehabilitation', 'Tooth Impaction Surgery', 'Malocclusion', 'Emergency Dental Treatment', 'Dental Sealant', 'Denture Problems', 'Gap Closing', 'Tooth Decay', 'Acrylic Partial Denture', 'Calculus', 'Misaligned Teeth', 'Orthodontic Procedures', 'Crowns And Bridges', 'Crowns And Bridges Fixing', 'Crossbite', 'Dental Implant Fixing', 'Aesthetic Dentistry', 'Tmj Pain Management', 'Tooth Discoloration', 'Small Cysts & Tumors Excision Of Face & Jaw Region', 'Post And Core', 'Smile Design', 'Fixed Partial Denture (fpd)', 'Dental Cavity Filling', 'Ceramic Braces Fixing', 'Hair', 'Veneers / Laminates', 'Sensitive Teeth', 'Dental Braces Fixing', 'Hair Removal Treatment', 'Dentures', 'Tooth Abscess', 'Rotten Tooth', 'Delayed Tooth Formation', 'Impacted Tooth', 'Cosmetic/ Aesthetic Dentistry', 'Gum Depigmentation Treatment', 'Straightening Teeth (conventional Braces)', 'Tooth Filling', 'Toothache Remedies', 'Dental Implant', 'Wedding Smile Planner', 'Fractured Tooth', 'Zirconia Crowns', 'Skin Whitening Treatment', 'Chipped Tooth', 'Dental Checkup (general) Dental X-ray', 'Pigmentation Removal', 'Teeth Sensitive To Hot And Cold', 'Root Canal Treatment (RCT)', 'General Dentistry', 'Wisdom Tooth Extraction', 'Cosmetic Filling', 'PRP for Hair Loss', 'Cast Partial Denture', 'Abnormal Tooth Color', 'Dental X-ray', 'Bleeding Gums', 'Tooth Worm', 'Endo Surgery Or Apicoectomy', 'Scaling / Polishing', 'Myo Funtional Orthodontic/tmd Management', 'Teeth Ache', 'Invisalign Orthodontics', 'Lingual Orthodontics', 'Retainers And Splinting', 'Laminates', 'Dental Screening And Prophylaxis', 'Dental Checkup (general)', 'Widely Spaced Teeth', 'Painful Teething', 'Child Teeth Problem', 'Removal Partial Denture (rpd)', 'Re-root Canal Treatment', 'Tooth Coloured Fillings', 'Swollen Gums', 'Dentofacial Orthopedics', 'Paedodontics', 'Toothache', 'Tooth Extraction', 'Teeth Whitening', 'Tooth Loss', 'Stem Cell Treatment For Skin', 'Jaw Orthopedics', 'Conservative Dentistry', 'Uneven Skin Tone', 'Bleeding Gums Treatment']"
Podiatrist (Foot and Ankle Specialist),"['Gangrene', 'Amputation', 'Lower Extremity Pain', 'Foot Ulcers', 'Osteoarthritis (foot And Ankle)', 'Foot Drop / Peroneal Nerve Injury', 'Orthotics', 'Shin Splints', 'Bone Prominence', 'Ankle Problems', 'Charcot Foot', 'Foot Neuropathy', 'Foot Follow Up', 'Ankle Injuries / Sprain', 'Sports Injury', 'Running Injury', 'Wart(s)', 'Foot Pain', 'Heel Pain', 'Bone Density Measurement / DXA Scan', 'Foot Surgery', 'Hammertoes', 'Tendonitis', 'Brachymetatarsia / Toe Lengthening Surgery', 'Active Leg Ulceration', 'Clubfoot', 'High-arched Feet', 'Foot And Ankle Arthritis', 'Walking Problems', 'Foot Consultation', 'Bunion', 'Diabetic Foot', 'Toenail Fungus', 'MRI Report - Foot and Ankle', 'Ankle Second Opinion', 'Plantar Fasciitis', 'Dislocation', 'Toe Shortening Surgery', 'Laser Toenail Treatment', 'Torn Tendons / Ligaments', 'Foot And Ankle Tendonitis', 'Toenail Problem', 'Ankle Fracture', 'Gout', 'Ingrown Toenail', 'Lateral Ankle Ligament Reconstruction', 'Blisters', 'Skin Grafts', 'Splinter / Foreign Body Removal', 'Corns / Calluses', 'Foot Problems', 'Foot Deformities', 'Podiatric Surgery', 'Skin Lesions', 'Growth Plate Injury', 'Plantar / Foot Warts', 'Routine Foot Care', 'Stem Cell Therapy', 'Orthopedic Consultation (foot And Ankle)', 'Achilles Tendinitis', 'Achilles Tendon Repair', 'Morton? Neuroma', 'Varicose Vein Treatment', 'Nail Abnormality', 'Ankle Pain', 'X-ray', 'Diabetic Neuropathy', 'Tarsal Tunnel Syndrome', 'Wound Care', '""workers Disability Evaluation""', 'Soft Tissue Mass', 'Abscess', 'Podiatric Care', 'Ankle Infection', 'Nonunion', 'Achilles Tendon Rupture', 'Toenail Removal', 'Heel Spurs', 'Frostbite', 'Orthopedic Follow Up (foot And Ankle)', 'Limb Salvage Surgery', 'Pediatric Foot Problem', 'Orthopedic Brace', 'Metatarsalgia', 'Ankle Impingement', 'Foot Infection', 'Foot Injuries', 'Flat Feet', 'Bone Spurs', 'Bromodosis', 'Ankle Surgery', 'Pediatric Foot Deformities', 'Hallux Rigidus', 'Toe Pain', '""athletes Foot""', 'Foot Or Ankle Tumor / Neuroma', '""workers Compensation Evaluation""', 'Ganglion Cyst', 'Foot Fracture', 'Malunion']"
Orthopedic,"['Sciatica', 'Knee Replacement', 'Slip Disc', 'Joint Problem', 'Anterior Cruciate Insufficiency', 'Foot & Ankle', 'Spine Injury', 'SLAP Tear / SLAP Lesion', 'Hip Bursitis', 'Pre-sports Evaluation', 'Plaster Application', 'Ankle Problems', 'Leg Problem', 'Deformities', 'Musculoskeletal Infections', 'Osteoarthritis Of The Knee', 'Hamstring Strain / Pulled Hamstring', 'Ankle Injuries / Sprain', 'Hip Fracture(s)', 'Sports Injury', 'Neuromuscular Disorders', 'Hand Surgery', 'Ligament Sprain', 'Running Injury', 'Carpal Tunnel Syndrome', 'Back Pain Treatment', 'Foot Pain', 'Joints And Musculoskeletal Disorders', 'Anterior Cruciate Ligament (acl) Injury', 'Fracture Treatment', 'Fracture', 'Heel Pain', 'Bruise / Contusion', 'Orthopedic Trauma', 'Back Problems', 'Frozen Shoulder', 'Neck Pain Treatment', 'Gym Injury', 'Osteoporosis', 'Calf Strain', 'Wrist Problems', 'Knee Pain Treatment', 'Shoulder Slap (tear) Lesions', 'Neck Problems', 'Knee Problems', 'Hand Problems', 'Herniated Disk', 'Ligament And Tendon Repair', 'Hip Problems', 'Acl Surgery', 'Joint Dislocation Treatment', 'Chin Augumentation (mentoplasty)', 'Spine Pain', 'Cervical Spondylitis Treatment', 'Joint Dislocations', 'Dislocation', 'Congenital Orthopedic Problem', 'Elbow Bursitis', 'Bone Trauma', 'Arm Pain', 'Meniscus Tear', 'Knee Fracture(s)', 'Osteoarthritis', 'Functional Orthopedics', 'Groin Injury', 'Shoulder Dislocation', 'Achilles Tendon Rupture Treatment', 'Ankle Fracture', 'Hand Injury', 'Joint And Muscle Problems', 'Knee Dislocation', '""golfers Elbow / Medial Epicondylitis""', 'Arthroscopy', 'Joint Pain', 'Cortisone Shots', 'Orthopedic Follow Up', 'Knee Care', 'Foot Problems', 'Orthopedic Surgery', 'Joint Mobilization', 'Shoulder Injury', 'Sprain', 'Shoulder Problem', 'Orthopedic Second Opinion', 'Neck Pain', 'Elbow Problems', 'Knee Osteotomy', 'Muscular Diseases', 'Hip Pain Treatment', 'Platelet Rich Plasma Procedure', 'Elbow Pain', 'Knee Arthroplasty', 'Achilles Tendinitis', 'Chin Augmentation', 'Labral Tear', 'Lumbar Pain', 'Degenerative Disease', 'Hand Pain Treatment', 'Shoulder Surgery', 'Bone Fracture', 'Ankle Pain', 'Physiotherapy For Sports Injury Rehabilitation', 'Nerve Injury', 'Orthopedic Physical Therapy', 'Orthopedic Consultation', 'Finger Pain', 'X- Ray', 'Acl Reconstruction', 'Hip Replacement', 'Joint Injection', 'Nerve Compression', 'Orthopedic Physiotherapy', 'Shoulder Pain', 'Elbow Injury', 'Reconstruction And Bone Lengthening', 'Back Pain', 'Shoulder Impingement', 'Muscle Weakness', 'Knee Braces For Osteoarthritis', 'Spinal Disorders', 'Ligament Reconstruction', 'Orthopedic Brace', 'Foot Fracture', 'Knee Injury', 'Meniscus Injury', 'Kneecap Dislocation', 'Toe Walking', 'Shoulder Injuries', 'Lower Back Pain', 'Rotator Cuff Injury', 'Upper Back Pain', 'Foot Injuries', 'Foot Injury Treatment', 'Leg Pain', 'Knee Pain', 'Fistula Treatment', 'Muscle Release', 'Knee Sprain', 'Total Knee Replacement', 'De Quervains Tenosynovitis Treatment', 'Rotator Cuff Injury Treatment', 'Tennis Elbow Treatment', 'Musculoskeletal Injuries', 'Orthopedic Surgeon (orthopedist)', 'Limb Lengthening', 'Spinal Therapy', 'Arthritis', 'Muscle Strain', 'Open Reduction And Internal Fixation Surgery', 'Ganglion Cyst', 'Hip Pain', 'Spasticity', 'Liposuction']"
Orthopedic Physiotherapy,"['Shoulder Pain', 'Hand Pain', 'Fibromyalgia Physiotherapy', 'Tendonitis Physiotherapy', 'Sports Fracture Rehabilitation', 'Back Pain', 'Neck Pain', 'Knee Injuries', 'Strains', 'Cervical Spondylosis Physiotherapy', 'Manual Therapy', 'Musculoskeletal Injury Physiotherapy', 'Physiotherapy For Osteoarthritis Of Knee And Hip', 'Soft Tissue Mobilization', 'Orthopaedic Physiotherapy', 'Deep Tissue Release Therapy', 'Tennis Elbow Physiotherapy', 'Shoulder Injuries', 'Knee Pain Physiotherapy', 'Sports Massage Therapy', 'Back Pain Physiotherapy', 'Sports Injuries Rehabilitation', 'Foot Care', 'Hand Therapy', 'Post Surgery Physiotherapy/rehabilitation', 'Neuro Physiotherapy', 'Pediatric Physiotherapy', 'Neck Pain Physiotherapy', 'Frozen Shoulder Physiotherapy', 'Corrective Exercises', 'Gait (walking) Training / Assistive Device Training', 'Stick Mobility', 'Stroke Physiotherapy/rehabilitation', 'Electrical Stimulation', 'Sports Physiotherapy', 'Cervical Spondylitis', 'Hand And Wrist Injuries']"
Travel Medicine Specialist,"['HIV Pre-Exposure Prophylaxis (PrEP)', 'Eczema', 'Joint Problem', 'Annual Check Up', 'Hair Loss', 'Travel Vaccination(s)', 'Nose Bleed / Epistaxis', 'Gastritis', 'Flu Shot', 'Chlamydia', 'Swelling In Neck', 'Tingling / Numbness / Weakness', 'Headache', 'High Cholesterol / Lipid Problem', 'Ringing In Ears', 'Cholesterol / Lipids Checkup', 'Wart(s)', 'Illness', 'Breathing Problems', 'Sexually Transmitted Infection', 'Infection Follow Up', 'Swelling', 'Cold Sores / Herpes Labialis', 'New Patient Visit', 'General Consultation', 'Back Problems', 'Bronchitis', 'Sexually Transmitted Disease (std)', 'ECG / EKG', 'Palmoplantar Psoriasis', 'Pre-travel Checkup', 'Cholesterol Management', 'Syphilis', 'Food Intolerance', 'Nausea And Vomiting', 'Sinus Problems / Sinusitis', 'Pneumonia', 'Cold', 'Diabetic Foot', 'Cellulitis', 'Emphysema', 'Pre-travel Follow Up', 'Prescription / Refill', 'Yearly Wellness Visit (for Medicare Patients)', 'Stomach Pain', 'High Blood Pressure / Hypertension', 'Blood Pressure Testing', 'Joint Pain', 'Type 2 Diabetes', 'Food Allergy', 'Asthma', 'Constipation', 'Sexual Dysfunction', 'Shortness Of Breath / Difficulty In Breathing', 'Hemorrhoids', 'Travel Medicine Consultation', 'Vaccine(s)', 'Fever', 'Cough', 'Hearing Problems', 'Anxiety', 'Diarrhea', 'Hepatitis B Vaccine', 'Migraine', 'Diabetes Follow Up', 'Chronic Illness', 'Dengue', 'Pelvic Pain', 'Frequent Urination', 'Ear Infection', 'Irritable Bowel Syndrome', 'Primary Care Consultation', 'Shingles', 'Rash', 'Blood In Stool', 'Wound Care', 'Abscess', 'Diabetes Blood Sugar Management', 'Viral Infection', 'Abdominal Pain', 'Thyroid Consultation', 'Back Pain', 'Painful Sex / Dyspareunia', 'Urinary Tract Infection (UTI)', 'Stomach Ulcer', 'Vertigo', 'Pyelonephritis', 'Medicare Annual Wellness Visit', 'Diabetes Consultation', 'Tiredness / Fatigue', 'Annual Physical', 'Flu', 'Chronic Cough', 'Sore Throat', 'Chicken Pox', 'Arthritis', 'General Follow Up', 'Pre-travel Consultation', 'Acid Reflux / Heartburn', 'Pre-surgery Checkup / Pre-surgical Clearance']"
Pain Management Specialist,"['Discogram', 'Active Release Technique', 'Sciatica', 'Lower Back Pain / Lumbago', 'Nerve Block', 'Orthotics', 'Chiropractic Consultation', 'Ankle Problems', 'Personal Injury', 'Pain Management Consultation', 'Leg Problem', 'Pain Rehabilitation', 'Spine Deformation / Scoliosis', 'Graston Technique', 'Tingling / Numbness / Weakness', 'Headache', 'Peripheral Neuropathy', 'Sports Injury', 'Botox Treatment', 'Foot Pain', 'Degenerative Disc Disease', 'Pain Medicine Injection', 'Heel Pain', 'Chiropractic Massage', 'Fluoroscopic Guided Injections', 'Back Injection', 'Back Problems', 'Massage Therapy', 'Radiofrequency Block', 'Chronic Pain', 'Tendonitis', 'Orthopedic Rehabilitation', 'Wrist Problems', 'Wrist Pain', 'Neck Problems', 'Knee Problems', 'Hand Problems', 'Herniated Disk', 'Hip Problems', 'Spine Pain', 'Ultrasound Scan', 'Neck Deformation / Torticollis', 'Arm Pain', 'Osteoarthritis', 'Pain Reduction Exercise', 'Muscle Pain', 'Joint Pain', 'Foot Problems', 'Neurostimulation / TENS', 'Shoulder Problem', 'Pain Medication Prescription', 'Neck Pain', 'Elbow Problems', 'Complex Regional Pain Syndrome', 'Migraine', 'Physical Medicine / Rehab Follow Up', 'Ankle Pain', 'Pelvic Pain', 'Chiropractic Follow Up', 'Hip Pain During Pregnancy', 'Whiplash Injury', 'X-ray', 'Spine Stimulation', 'Electromyograph (emg)', 'Back Pain During Pregnancy', 'Post-operative Mobility (joints And Body)', '""workers Disability Evaluation""', 'Wellness Care', 'Sacroiliac Joint Injections', 'Chiropractic Adjustment', 'Joint Injection', 'Facial Pain', 'Failed Back Surgery Syndrome (fbss)', 'Shoulder Pain', 'Dizziness', 'Non-opioid Pain Management Consultation', 'Back Pain', 'Fibromyalgia', 'Epidural Injection', 'Pain In Extremities', 'Spinal Cord Stimulator Implantation Consultation', 'Spinal Stenosis', 'Vertigo', 'Pain Medicine Follow Up', 'Leg Pain While Walking / Peripheral Vascular Disease', 'Trigger Point Injection', 'Spondylolysis', 'Anti-pain Stimulator Implantation', 'Leg Pain', 'Knee Pain', 'Sacroiliac (si) Joint Pain', 'Stress', 'Muscle Strain', 'Arthritis', 'Neuralgia / Post-herpetic Neuralgia', 'Spinal Decompression', 'Therapeutic Exercise', '""workers Compensation Evaluation""', 'Hip Pain', 'Physical Medicine / Rehab Consultation']"
Pediatric,"['Urinary Incontinence In Children', 'Composite Tooth Filling', 'Dental Cleaning', 'Eczema', 'Teeth Decay', 'Dental Fillings', 'Vaccination/ Immunization', 'All Pediatric Problems', 'Immunisation For Adolescents', 'Dental Cavities', 'Flu Shot', 'Galactosemia', 'Colds', 'Dental Examinations', 'Development Assessment', 'Teeth Straightening', 'Dental Crowns', 'Oral Prophylaxis', 'Pericarditis', 'Throat Pain', 'Pediatric Scoliosis', 'Specialist Consultation For Growth', 'Cholesterol / Lipids Checkup', 'Dental Surgery', 'Cold Cough', 'Surgical Tooth Extraction', 'RCT - Root Canal Treatment', 'Annual Pediatric Checkup', 'Broken Teeth', 'Bedwetting / Enuresis', 'Pulpectomy', 'Consultation Provided For All Pediatric Disease', 'Child Development Disease Treatment', 'Cavities', 'Dehydration', '18 Month Well-baby Checkup', 'People Skills', 'Child Health Disorder', 'Vomiting', 'Rotavirus', 'Chest Pain Treatment', 'Food Intolerance', 'Health Checkup (general)', 'Cold', 'Diabetic Foot', 'Narcolepsy In Children', 'Allergic Cough', 'Paediatric Care', 'Child With Fever', 'Stomach And Intestinal Infections', 'Treatment For Bleeding/ Swolen Gums', 'Abetalipoproteinemia', '1 Month Well-baby Checkup', 'Dental Sealant', 'Tooth Decay', 'Asthma In Children', '3-7 Day Well-baby Checkup', 'Pediatric Vaccinations', 'Epilepsy In Children', 'Adolescent Followup & Vaccinations', 'Stomach Pain', '24 Month Well-baby Checkup', 'Aesthetic Dentistry', 'Childrens Health', 'Nutrition In Children', 'Birth Control / Contraception', 'Paediatric Intensive Care', 'Post And Core', 'Food Allergy', 'Asthma', 'Dental Cavity Filling', 'Acne', 'Fever', 'Childhood Nutrition And Child Safety', 'Cough', 'Health Checkup (pediatric)', 'Stomach Infection', 'Tooth Abscess', 'Delayed Tooth Formation', 'Child Specialists', 'Cosmetic/ Aesthetic Dentistry', 'Childhood Infections', 'Pediatrics Critical Care', 'New Born Care', 'Black Stool / Melena', 'Paediatric & Family Counselling', '4 Month Well-baby Checkup', 'Diabetes In Children', 'Fractured Tooth', '15 Month Well-baby Checkup', 'Paediatric Critical Care', 'Ear Infection', 'Body Ache', 'Cough In Children', 'Dry Skin', 'Root Canal Treatment (RCT)', 'Limping Child', 'Diet Advise For Infants And Toddlers', 'Ear Pain', 'Wisdom Tooth Extraction', 'Viral Fever Treatment', '30 Month Well-baby Checkup', 'Abscess', 'Stained Teeth', 'Proctoscopy', 'Colic', 'Nutritional Advice', 'Dental X-ray', 'Abdominal Pain', 'Bad Breath/halitosis', 'Nutritional Assessment', 'Milk Allergies', 'Scaling / Polishing', 'Throat Infection', '6 Month Well-baby Checkup', 'Back Pain', 'Newborn Jaundice', 'Consultation Provided For Newborns', 'Dental Checkup (general)', 'Diabetes Cardiac Autonomic Neuropathy Assessment (can Machine)', '12 Month Well-baby Checkup', '9 Month Well-baby Checkup', 'Daytime Sleepiness', '2 Month Well-baby Checkup', 'Annual Physical', 'Growth & Development Evaluation / Management', 'Child Nutrition Guidance', 'Diaper Rash', 'Paedodontics', 'Paediatrics - Chest', 'Glycogen Storage Disease', 'Toothache', 'Tooth Extraction', 'Teeth Whitening', 'Chicken Pox', 'Gum Disease Treatment/ Surgery', 'Tooth Loss', 'Pediatric Consultation', 'Cerebral Palsy Treatment', 'Arthritis', 'Tooth Whitening', 'Allergy Consultation', 'Wheezing', 'Conservative Dentistry', 'Bleeding Gums Treatment', 'Skin Problems In Children']"
Pediatric Cardiology,['Paediatrics - Chest']
